"","count_perceptionPretestResponse","percepPretestA","percepPretestB","response_perceptionPretestResponse","subject_nr","audio","title","prepost","count_perceptionPostTestResponse","perceptionPostTestOptionA","perceptionPostTestOptionB","response_perceptionPostTestResponse","contrast","stepOnCon","BB","AF","responseV","count","pair"
"563",64,"sik","sec","E","14","sik-sec7.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",64,"sik-sec"
"564",65,"kek","kik","E","14","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","I",65,"kik-kek"
"565",72,"kek","kik","A","14","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",72,"kik-kek"
"566",77,"kek","kik","E","14","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",77,"kik-kek"
"567",78,"pip","pep","E","14","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",78,"pip-pep"
"568",NA,NA,NA,NA,"14","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","post",6,"kek","kik","E","IE","5","NB","MN","I",6,"kik-kek"
"569",NA,NA,NA,NA,"14","sik-sec7.wav","NB-MN-AF","post",18,"sik","sec","E","IE","7","NB","MN","E",18,"sik-sec"
"570",NA,NA,NA,NA,"14","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","post",19,"pip","pep","E","IE","7","NB","MN","E",19,"pip-pep"
"571",NA,NA,NA,NA,"14","sik-sec1.wav","NB-MN-AF","post",20,"sik","sec","A","IE","1","NB","MN","I",20,"sik-sec"
"572",NA,NA,NA,NA,"14","sik-sec4.wav","NB-MN-AF","post",25,"sik","sec","A","IE","4","NB","MN","I",25,"sik-sec"
"573",NA,NA,NA,NA,"14","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","post",26,"kek","kik","A","IE","7","NB","MN","E",26,"kik-kek"
"574",NA,NA,NA,NA,"14","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","post",28,"pip","pep","E","IE","6","NB","MN","E",28,"pip-pep"
"575",NA,NA,NA,NA,"14","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","post",36,"kek","kik","E","IE","4","NB","MN","I",36,"kik-kek"
"576",NA,NA,NA,NA,"14","sik-sec2.wav","NB-MN-AF","post",38,"sik","sec","A","IE","2","NB","MN","I",38,"sik-sec"
"577",NA,NA,NA,NA,"14","sik-sec3.wav","NB-MN-AF","post",44,"sik","sec","A","IE","3","NB","MN","I",44,"sik-sec"
"578",NA,NA,NA,NA,"14","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","post",45,"kek","kik","E","IE","2","NB","MN","I",45,"kik-kek"
"579",NA,NA,NA,NA,"14","sik-sec5.wav","NB-MN-AF","post",48,"sik","sec","A","IE","5","NB","MN","I",48,"sik-sec"
"580",NA,NA,NA,NA,"14","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","post",49,"kek","kik","E","IE","3","NB","MN","I",49,"kik-kek"
"581",NA,NA,NA,NA,"14","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","post",61,"pip","pep","A","IE","1","NB","MN","I",61,"pip-pep"
"582",NA,NA,NA,NA,"14","sik-sec6.wav","NB-MN-AF","post",65,"sik","sec","E","IE","6","NB","MN","E",65,"sik-sec"
"583",NA,NA,NA,NA,"14","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","post",66,"kek","kik","A","IE","6","NB","MN","E",66,"kik-kek"
"584",NA,NA,NA,NA,"14","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","post",68,"pip","pep","E","IE","5","NB","MN","E",68,"pip-pep"
"585",NA,NA,NA,NA,"14","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","post",69,"pip","pep","A","IE","4","NB","MN","I",69,"pip-pep"
"586",NA,NA,NA,NA,"14","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","post",73,"pip","pep","A","IE","2","NB","MN","I",73,"pip-pep"
"587",NA,NA,NA,NA,"14","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","post",74,"pip","pep","A","IE","3","NB","MN","I",74,"pip-pep"
"588",NA,NA,NA,NA,"14","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","post",79,"kek","kik","E","IE","1","NB","MN","I",79,"kik-kek"
"589",3,"pip","pep","E","15","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",3,"pip-pep"
"590",6,"kek","kik","A","15","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",6,"kik-kek"
"591",7,"pip","pep","E","15","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","E",7,"pip-pep"
"592",20,"sik","sec","A","15","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",20,"sik-sec"
"593",25,"pip","pep","E","15","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",25,"pip-pep"
"594",26,"kek","kik","A","15","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",26,"kik-kek"
"595",30,"pip","pep","E","15","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",30,"pip-pep"
"596",31,"pip","pep","A","15","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",31,"pip-pep"
"597",32,"kek","kik","E","15","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",32,"kik-kek"
"598",39,"kek","kik","E","15","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",39,"kik-kek"
"599",40,"sik","sec","E","15","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",40,"sik-sec"
"600",42,"sik","sec","A","15","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",42,"sik-sec"
"601",43,"sik","sec","A","15","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",43,"sik-sec"
"602",45,"kek","kik","A","15","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",45,"kik-kek"
"603",47,"pip","pep","A","15","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",47,"pip-pep"
"604",50,"pip","pep","E","15","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",50,"pip-pep"
"605",56,"kek","kik","E","15","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",56,"kik-kek"
"606",73,"kek","kik","E","15","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",73,"kik-kek"
"607",74,"sik","sec","E","15","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",74,"sik-sec"
"608",79,"sik","sec","E","15","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",79,"sik-sec"
"609",83,"sik","sec","E","15","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",83,"sik-sec"
"610",NA,NA,NA,NA,"15","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",0,"kek","kik","A","IE","3","BB","AF","E",0,"kik-kek"
"611",NA,NA,NA,NA,"15","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",4,"pip","pep","E","IE","6","BB","AF","E",4,"pip-pep"
"612",NA,NA,NA,NA,"15","sik-sec6.wav","BB-AF-MN","post",15,"sik","sec","E","IE","6","BB","AF","E",15,"sik-sec"
"613",NA,NA,NA,NA,"15","sik-sec2.wav","BB-AF-MN","post",17,"sik","sec","A","IE","2","BB","AF","I",17,"sik-sec"
"614",NA,NA,NA,NA,"15","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",19,"pip","pep","E","IE","7","BB","AF","E",19,"pip-pep"
"615",NA,NA,NA,NA,"15","sik-sec4.wav","BB-AF-MN","post",28,"sik","sec","E","IE","4","BB","AF","E",28,"sik-sec"
"616",NA,NA,NA,NA,"15","sik-sec1.wav","BB-AF-MN","post",30,"sik","sec","A","IE","1","BB","AF","I",30,"sik-sec"
"617",NA,NA,NA,NA,"15","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",31,"pip","pep","A","IE","2","BB","AF","I",31,"pip-pep"
"618",NA,NA,NA,NA,"15","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",39,"pip","pep","A","IE","1","BB","AF","I",39,"pip-pep"
"619",NA,NA,NA,NA,"15","sik-sec7.wav","BB-AF-MN","post",42,"sik","sec","E","IE","7","BB","AF","E",42,"sik-sec"
"620",NA,NA,NA,NA,"15","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",45,"kek","kik","A","IE","7","BB","AF","E",45,"kik-kek"
"621",NA,NA,NA,NA,"15","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",46,"kek","kik","A","IE","6","BB","AF","E",46,"kik-kek"
"622",NA,NA,NA,NA,"15","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",51,"pip","pep","E","IE","4","BB","AF","E",51,"pip-pep"
"623",NA,NA,NA,NA,"15","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",52,"pip","pep","E","IE","5","BB","AF","E",52,"pip-pep"
"624",NA,NA,NA,NA,"15","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",53,"kek","kik","E","IE","4","BB","AF","I",53,"kik-kek"
"625",NA,NA,NA,NA,"15","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",56,"kek","kik","E","IE","1","BB","AF","I",56,"kik-kek"
"626",NA,NA,NA,NA,"15","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",58,"kek","kik","E","IE","2","BB","AF","I",58,"kik-kek"
"627",NA,NA,NA,NA,"15","sik-sec5.wav","BB-AF-MN","post",68,"sik","sec","E","IE","5","BB","AF","E",68,"sik-sec"
"628",NA,NA,NA,NA,"15","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",76,"kek","kik","E","IE","5","BB","AF","I",76,"kik-kek"
"629",NA,NA,NA,NA,"15","sik-sec3.wav","BB-AF-MN","post",79,"sik","sec","A","IE","3","BB","AF","I",79,"sik-sec"
"630",NA,NA,NA,NA,"15","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",82,"pip","pep","E","IE","3","BB","AF","E",82,"pip-pep"
"631",5,"sik","sec","E","16","sik-sec4.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",5,"sik-sec"
"632",7,"sik","sec","E","16","sik-sec5.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",7,"sik-sec"
"633",16,"kek","kik","E","16","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",16,"kik-kek"
"634",19,"kek","kik","A","16","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",19,"kik-kek"
"635",23,"sik","sec","E","16","sik-sec3.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","E",23,"sik-sec"
"636",24,"sik","sec","A","16","sik-sec2.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",24,"sik-sec"
"637",30,"kek","kik","A","16","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",30,"kik-kek"
"638",35,"kek","kik","A","16","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",35,"kik-kek"
"639",37,"sik","sec","E","16","sik-sec6.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",37,"sik-sec"
"640",40,"pip","pep","E","16","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",40,"pip-pep"
"641",43,"pip","pep","E","16","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",43,"pip-pep"
"642",48,"sik","sec","E","16","sik-sec7.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",48,"sik-sec"
"643",52,"pip","pep","E","16","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",52,"pip-pep"
"644",54,"kek","kik","E","16","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",54,"kik-kek"
"645",57,"kek","kik","E","16","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",57,"kik-kek"
"646",59,"pip","pep","A","16","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",59,"pip-pep"
"647",67,"kek","kik","E","16","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",67,"kik-kek"
"648",70,"pip","pep","A","16","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",70,"pip-pep"
"649",74,"pip","pep","E","16","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",74,"pip-pep"
"650",78,"sik","sec","A","16","sik-sec1.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",78,"sik-sec"
"651",80,"pip","pep","A","16","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",80,"pip-pep"
"652",NA,NA,NA,NA,"16","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","post",2,"kek","kik","E","IE","2","BB","MN","I",2,"kik-kek"
"653",NA,NA,NA,NA,"16","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",6,"pip","pep","E","IE","5","BB","MN","E",6,"pip-pep"
"654",NA,NA,NA,NA,"16","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","post",7,"pip","pep","E","IE","6","BB","MN","E",7,"pip-pep"
"655",NA,NA,NA,NA,"16","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","post",15,"kek","kik","E","IE","5","BB","MN","I",15,"kik-kek"
"656",NA,NA,NA,NA,"16","sik-sec2.wav","BB-MN-AF","post",23,"sik","sec","A","IE","2","BB","MN","I",23,"sik-sec"
"657",NA,NA,NA,NA,"16","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",26,"kek","kik","A","IE","6","BB","MN","E",26,"kik-kek"
"658",NA,NA,NA,NA,"16","sik-sec5.wav","BB-MN-AF","post",29,"sik","sec","E","IE","5","BB","MN","E",29,"sik-sec"
"659",NA,NA,NA,NA,"16","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","post",30,"kek","kik","E","IE","3","BB","MN","I",30,"kik-kek"
"660",NA,NA,NA,NA,"16","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","post",31,"pip","pep","E","IE","7","BB","MN","E",31,"pip-pep"
"661",NA,NA,NA,NA,"16","sik-sec6.wav","BB-MN-AF","post",32,"sik","sec","E","IE","6","BB","MN","E",32,"sik-sec"
"662",NA,NA,NA,NA,"16","sik-sec7.wav","BB-MN-AF","post",37,"sik","sec","E","IE","7","BB","MN","E",37,"sik-sec"
"663",NA,NA,NA,NA,"16","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","post",45,"pip","pep","E","IE","4","BB","MN","E",45,"pip-pep"
"664",NA,NA,NA,NA,"16","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","post",48,"pip","pep","A","IE","1","BB","MN","I",48,"pip-pep"
"665",NA,NA,NA,NA,"16","sik-sec4.wav","BB-MN-AF","post",49,"sik","sec","E","IE","4","BB","MN","E",49,"sik-sec"
"666",NA,NA,NA,NA,"16","sik-sec3.wav","BB-MN-AF","post",55,"sik","sec","E","IE","3","BB","MN","E",55,"sik-sec"
"667",NA,NA,NA,NA,"16","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","post",56,"pip","pep","A","IE","2","BB","MN","I",56,"pip-pep"
"668",NA,NA,NA,NA,"16","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","post",60,"kek","kik","E","IE","1","BB","MN","I",60,"kik-kek"
"669",NA,NA,NA,NA,"16","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","post",66,"kek","kik","A","IE","7","BB","MN","E",66,"kik-kek"
"670",NA,NA,NA,NA,"16","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","post",70,"pip","pep","E","IE","3","BB","MN","E",70,"pip-pep"
"671",NA,NA,NA,NA,"16","sik-sec1.wav","BB-MN-AF","post",77,"sik","sec","A","IE","1","BB","MN","I",77,"sik-sec"
"672",NA,NA,NA,NA,"16","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","post",82,"kek","kik","E","IE","4","BB","MN","I",82,"kik-kek"
"673",1,"sik","sec","E","17","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",1,"sik-sec"
"674",2,"sik","sec","E","17","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",2,"sik-sec"
"675",8,"pip","pep","A","17","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",8,"pip-pep"
"676",17,"kek","kik","E","17","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",17,"kik-kek"
"677",19,"pip","pep","E","17","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","E",19,"pip-pep"
"678",24,"kek","kik","E","17","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",24,"kik-kek"
"679",28,"kek","kik","A","17","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",28,"kik-kek"
"680",30,"sik","sec","A","17","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",30,"sik-sec"
"681",35,"pip","pep","A","17","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",35,"pip-pep"
"682",36,"sik","sec","E","17","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",36,"sik-sec"
"683",42,"kek","kik","A","17","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",42,"kik-kek"
"684",44,"kek","kik","A","17","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",44,"kik-kek"
"685",45,"kek","kik","E","17","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",45,"kik-kek"
"686",48,"sik","sec","E","17","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",48,"sik-sec"
"687",54,"pip","pep","E","17","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",54,"pip-pep"
"688",55,"sik","sec","A","17","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",55,"sik-sec"
"689",62,"pip","pep","E","17","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",62,"pip-pep"
"690",74,"pip","pep","E","17","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",74,"pip-pep"
"691",77,"kek","kik","E","17","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",77,"kik-kek"
"692",78,"sik","sec","E","17","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","E",78,"sik-sec"
"693",79,"pip","pep","E","17","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",79,"pip-pep"
"694",NA,NA,NA,NA,"17","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",1,"kek","kik","E","IE","3","BB","AF","I",1,"kik-kek"
"695",NA,NA,NA,NA,"17","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",9,"pip","pep","E","IE","7","BB","AF","E",9,"pip-pep"
"696",NA,NA,NA,NA,"17","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",18,"pip","pep","A","IE","2","BB","AF","I",18,"pip-pep"
"697",NA,NA,NA,NA,"17","sik-sec7.wav","BB-AF-MN","post",19,"sik","sec","E","IE","7","BB","AF","E",19,"sik-sec"
"698",NA,NA,NA,NA,"17","sik-sec4.wav","BB-AF-MN","post",21,"sik","sec","A","IE","4","BB","AF","I",21,"sik-sec"
"699",NA,NA,NA,NA,"17","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",22,"kek","kik","A","IE","6","BB","AF","E",22,"kik-kek"
"700",NA,NA,NA,NA,"17","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",23,"pip","pep","E","IE","5","BB","AF","E",23,"pip-pep"
"701",NA,NA,NA,NA,"17","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",24,"pip","pep","E","IE","6","BB","AF","E",24,"pip-pep"
"702",NA,NA,NA,NA,"17","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",37,"pip","pep","A","IE","3","BB","AF","I",37,"pip-pep"
"703",NA,NA,NA,NA,"17","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",38,"kek","kik","E","IE","2","BB","AF","I",38,"kik-kek"
"704",NA,NA,NA,NA,"17","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",41,"kek","kik","E","IE","1","BB","AF","I",41,"kik-kek"
"705",NA,NA,NA,NA,"17","sik-sec3.wav","BB-AF-MN","post",42,"sik","sec","E","IE","3","BB","AF","E",42,"sik-sec"
"706",NA,NA,NA,NA,"17","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",46,"pip","pep","E","IE","4","BB","AF","E",46,"pip-pep"
"707",NA,NA,NA,NA,"17","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",56,"pip","pep","A","IE","1","BB","AF","I",56,"pip-pep"
"708",NA,NA,NA,NA,"17","sik-sec2.wav","BB-AF-MN","post",59,"sik","sec","A","IE","2","BB","AF","I",59,"sik-sec"
"709",NA,NA,NA,NA,"17","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",60,"kek","kik","A","IE","5","BB","AF","E",60,"kik-kek"
"710",NA,NA,NA,NA,"17","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",62,"kek","kik","A","IE","7","BB","AF","E",62,"kik-kek"
"711",NA,NA,NA,NA,"17","sik-sec1.wav","BB-AF-MN","post",65,"sik","sec","A","IE","1","BB","AF","I",65,"sik-sec"
"712",NA,NA,NA,NA,"17","sik-sec5.wav","BB-AF-MN","post",70,"sik","sec","E","IE","5","BB","AF","E",70,"sik-sec"
"713",NA,NA,NA,NA,"17","sik-sec6.wav","BB-AF-MN","post",79,"sik","sec","E","IE","6","BB","AF","E",79,"sik-sec"
"714",NA,NA,NA,NA,"17","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",83,"kek","kik","E","IE","4","BB","AF","I",83,"kik-kek"
"715",5,"kek","kik","E","18","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",5,"kik-kek"
"716",6,"pip","pep","E","18","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",6,"pip-pep"
"717",16,"sik","sec","A","18","sik-sec3.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",16,"sik-sec"
"718",19,"sik","sec","A","18","sik-sec1.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",19,"sik-sec"
"719",20,"kek","kik","E","18","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",20,"kik-kek"
"720",27,"kek","kik","E","18","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","I",27,"kik-kek"
"721",28,"kek","kik","A","18","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",28,"kik-kek"
"722",35,"kek","kik","E","18","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",35,"kik-kek"
"723",36,"pip","pep","A","18","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",36,"pip-pep"
"724",38,"pip","pep","A","18","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",38,"pip-pep"
"725",39,"pip","pep","A","18","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",39,"pip-pep"
"726",45,"pip","pep","E","18","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",45,"pip-pep"
"727",48,"sik","sec","A","18","sik-sec2.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",48,"sik-sec"
"728",60,"sik","sec","E","18","sik-sec7.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",60,"sik-sec"
"729",66,"sik","sec","E","18","sik-sec6.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",66,"sik-sec"
"730",68,"pip","pep","E","18","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",68,"pip-pep"
"731",71,"pip","pep","E","18","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",71,"pip-pep"
"732",72,"sik","sec","A","18","sik-sec4.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","I",72,"sik-sec"
"733",73,"kek","kik","E","18","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","I",73,"kik-kek"
